2018-10-17 01:44:04,elenao
2018-10-17 01:44:10,forapt
2018-10-17 01:44:23,elenao
2018-10-17 01:44:33,bolsonaro
2018-10-17 01:44:40,elenao
2018-10-17 01:44:42,elenao
2018-10-17 01:44:47,forapt
2018-10-17 01:44:49,forapt
2018-10-17 01:44:49,elenao
2018-10-17 01:44:51,bolsonaro
2018-10-17 01:45:01,elenao
2018-10-17 01:45:08,forapt
2018-10-17 01:45:10,elenao
2018-10-17 01:45:11,forapt
2018-10-17 01:45:17,bolsonaro
2018-10-17 01:45:19,bolsonaro
2018-10-17 01:45:20,elenao
2018-10-17 01:45:30,forapt
2018-10-17 01:45:34,forapt
2018-10-17 01:45:46,elenao
2018-10-17 01:45:50,elenao
2018-10-17 01:45:57,bolsonaro
2018-10-17 01:46:02,elenao
2018-10-17 01:46:03,forapt
2018-10-17 01:46:04,elenao
2018-10-17 01:46:16,forapt
2018-10-17 01:46:18,elenao
2018-10-17 01:46:20,elenao
2018-10-17 01:46:24,elenao
2018-10-17 01:46:25,elenao
2018-10-17 01:46:30,bolsonaro
2018-10-17 01:46:43,haddad
2018-10-17 01:46:46,bolsonaro
2018-10-17 01:46:48,bolsonaro
2018-10-17 01:46:52,bolsonaro
2018-10-17 01:46:56,elenao
2018-10-17 01:46:58,forapt
2018-10-17 01:47:08,bolsonaro
2018-10-17 01:47:10,bolsonaro
2018-10-17 01:47:16,bolsonaro
2018-10-17 01:47:17,bolsonaro
2018-10-17 01:47:23,bolsonaro
2018-10-17 01:47:27,elenao
2018-10-17 01:47:27,elenao
2018-10-17 01:47:42,elenao
2018-10-17 01:47:43,bolsonaro
2018-10-17 01:47:45,bolsonaro
2018-10-17 01:47:47,haddad
2018-10-17 01:47:47,elenao
2018-10-17 01:47:51,elenao
2018-10-17 01:47:54,haddad
2018-10-17 01:47:55,elenao
2018-10-17 01:47:58,bolsonaro
2018-10-17 01:47:58,forapt
2018-10-17 01:48:05,bolsonaro
2018-10-17 01:48:05,elenao
2018-10-17 01:48:10,bolsonaro
2018-10-17 01:48:11,bolsonaro
2018-10-17 01:48:11,bolsonaro
2018-10-17 01:48:16,elenao
2018-10-17 01:48:26,elenao
2018-10-17 01:48:28,elenao
2018-10-17 01:48:30,elenao
